country,continent,year,lifeExp,pop,gdpPercap,fit.pr
Jordan,Asia,1962,48.126,933559,2348.009158,53.38738413043093
Jordan,Asia,1967,51.629,1255058,2741.796252,54.94119141880877
Jordan,Asia,1972,56.528,1613551,2110.856309,56.19091113289362
Jordan,Asia,1977,61.134,1937652,2852.351568,57.84790076021537
Jordan,Asia,1982,63.739,2347031,4161.415959,59.67331643111915
Jordan,Asia,1987,65.869,2820042,4448.679912,61.195512995486425
Jordan,Asia,1992,68.015,3867409,3431.593647,62.3306438540621
Jordan,Asia,1997,69.772,4526235,3645.379572,63.83103582609252
Jordan,Asia,2002,71.263,5307470,3844.917194,65.32719961662619
Jordan,Asia,2007,72.535,6053193,4519.461171,66.9643214623787
Kenya,Africa,1952,42.27,6464046,853.540919,40.56439125938877
Kenya,Africa,1957,44.686,7454779,944.4383152,42.02831608135684
Kenya,Africa,1962,47.949,8678557,896.9663732,43.451179825700805
Kenya,Africa,1967,50.654,10191512,1056.736457,44.93554260602375
Kenya,Africa,1972,53.559,12044785,1222.359968,46.42164238987474
Kenya,Africa,1977,56.155,14500404,1267.613204,47.872022315051076
Kenya,Africa,1982,58.766,17661452,1348.225791,49.332895121634785
Kenya,Africa,1987,59.339,21198082,1361.936856,50.77391491292083
Kenya,Africa,1992,59.285,25020539,1341.921721,52.20492646008154
Kenya,Africa,1997,54.407,28263827,1360.485021,53.647386151280216
Kenya,Africa,2002,50.992,31386842,1287.514732,55.062683265480025
Kenya,Africa,2007,54.11,35610177,1463.249282,56.55178349843801
"Korea, Dem. Rep.",Asia,1952,50.056,8865488,1088.277758,50.139656981158026
"Korea, Dem. Rep.",Asia,1957,54.081,9411381,1571.134655,51.71989571845745
"Korea, Dem. Rep.",Asia,1962,56.656,10917494,1621.693598,53.17185011128545
"Korea, Dem. Rep.",Asia,1967,59.942,12617009,2143.540609,54.76365915829619
"Korea, Dem. Rep.",Asia,1972,63.983,14781241,3701.621503,56.66297043419726
"Korea, Dem. Rep.",Asia,1977,67.159,16325320,4106.301249,58.22001011520719
"Korea, Dem. Rep.",Asia,1982,69.1,17647518,4106.525293,59.657027635300764
"Korea, Dem. Rep.",Asia,1987,70.647,19067554,4106.492315,61.093968884159466
"Korea, Dem. Rep.",Asia,1992,69.978,20711375,3726.063507,62.4180277350339
"Korea, Dem. Rep.",Asia,1997,67.727,21585105,1690.756814,63.251001854432914
"Korea, Dem. Rep.",Asia,2002,66.662,22215365,1646.758151,64.67489629373058
"Korea, Dem. Rep.",Asia,2007,67.297,23301725,1593.06548,66.09591403779972
"Korea, Rep.",Asia,1952,47.453,20947571,1030.592226,50.122538809328546
"Korea, Rep.",Asia,1957,52.681,22611552,1487.593537,51.69510490587119
"Korea, Rep.",Asia,1962,55.292,26420307,1536.344387,53.14652274740834
"Korea, Rep.",Asia,1967,57.716,30131000,2029.228142,54.729736953117296
"Korea, Rep.",Asia,1972,62.612,33505000,3030.87665,56.46392701292149
"Korea, Rep.",Asia,1977,64.766,36436000,4657.22102,58.38349546373853
"Korea, Rep.",Asia,1982,67.123,39326000,5622.942464,60.10702417339897
"Korea, Rep.",Asia,1987,69.81,41622000,8533.088805,62.40756064119823
"Korea, Rep.",Asia,1992,72.244,43805450,12104.27872,64.90426167737671
"Korea, Rep.",Asia,1997,74.647,46173816,15993.52796,67.49534676426168
"Korea, Rep.",Asia,2002,77.045,47969150,19233.98818,69.89390381958685
"Korea, Rep.",Asia,2007,78.623,49044790,23348.13973,72.5517286287895
Kuwait,Asia,1952,55.565,160000,108382.3529,81.9791555674926
Kuwait,Asia,1957,58.033,212846,113523.1329,84.94163219497322
Kuwait,Asia,1962,60.47,358266,95458.11176,81.01779127310239
Kuwait,Asia,1967,64.624,575003,80894.88326,78.13310672275864
Kuwait,Asia,1972,67.712,841934,109347.867,88.01347585308002
Kuwait,Asia,1977,69.343,1140357,59265.47714,74.5884861981647
Kuwait,Asia,1982,71.309,1497494,31354.03573,67.74272173249885
Kuwait,Asia,1987,74.174,1891487,28118.42998,68.2195073104714
Kuwait,Asia,1992,75.19,1418095,34932.91959,71.67865698062472
Kuwait,Asia,1997,76.156,1765345,40300.619960000004,74.70847218938549
Kuwait,Asia,2002,76.904,2111561,35110.10566,74.60513898697094
Kuwait,Asia,2007,77.588,2505559,47306.98978,79.66151331436126
Lebanon,Asia,1952,55.928,1439529,4834.804067,51.25143802741988
Lebanon,Asia,1957,59.489,1647412,6089.786934,53.06080501525645
Lebanon,Asia,1962,62.094,1886848,5714.560611,54.38640770267156
Lebanon,Asia,1967,63.87,2186894,6006.983042,55.91013504450976
Lebanon,Asia,1972,65.421,2680018,7486.384341,57.78609816394962
Lebanon,Asia,1977,66.099,3115787,8659.696836,59.57122948275787
Lebanon,Asia,1982,66.983,3086876,7640.519521,60.705739822600975
Lebanon,Asia,1987,67.926,3089353,5377.091329,61.47101892589299
Lebanon,Asia,1992,69.292,3219994,6890.806854,63.35716478607387
Lebanon,Asia,1997,70.265,3430388,8754.96385,65.3473040932902
Lebanon,Asia,2002,71.028,3677780,9313.93883,66.95013085879961
Lebanon,Asia,2007,71.993,3921278,10461.05868,68.72748951465005
Lesotho,Africa,1952,42.138,748747,298.8462121,40.399785699269856
Lesotho,Africa,1957,45.047,813338,335.9971151,41.84776125850373
Lesotho,Africa,1962,47.747,893143,411.8006266,43.3072069727491
Lesotho,Africa,1967,48.492,996380,498.6390265,44.76992728825412
Lesotho,Africa,1972,49.767,1116779,496.5815922,46.20626778004942
Lesotho,Africa,1977,52.208,1251524,745.3695408,47.71704659664191
Lesotho,Africa,1982,55.078,1411807,797.2631074,49.16939703879667
Lesotho,Africa,1987,57.18,1599200,773.9932141,50.59944273698432
Lesotho,Africa,1992,59.685,1803195,977.4862725,52.09678030259829
Lesotho,Africa,1997,55.558,1982823,1186.147994,53.595651668109866
Lesotho,Africa,2002,44.593,2046772,1275.184575,55.05902429348319
Lesotho,Africa,2007,42.592,2012649,1569.331442,56.58326336141167
Liberia,Africa,1952,38.48,863308,575.5729961,40.48190432545036
Liberia,Africa,1957,39.486,975950,620.9699901,41.9323269107888
Liberia,Africa,1962,40.502,1112796,634.1951625,43.37320251352826
Liberia,Africa,1967,41.536,1279406,713.6036483,44.833718003285256
Liberia,Africa,1972,42.614,1482628,803.0054535,46.29719900887793
Liberia,Africa,1977,43.764,1703617,640.3224383,47.68587388680569
Liberia,Africa,1982,44.852,1956875,572.1995694,49.10260947209736
Liberia,Africa,1987,46.027,2269414,506.1138573,50.51994958332366
Liberia,Africa,1992,40.802,1912974,636.6229191,51.99562916033486
Liberia,Africa,1997,42.221,2200725,609.17395079999994,53.424434718725614
Liberia,Africa,2002,43.753,2814651,531.4823679,54.83833078976198
Liberia,Africa,2007,45.678,3193942,414.5073415,56.24056950560768
Libya,Africa,1952,42.723,1019729,2387.54806,41.01960761809875
Libya,Africa,1957,45.289,1201578,3448.284395,42.77133198053564
Libya,Africa,1962,47.808,1441863,6757.030816,45.19015295441668
Libya,Africa,1967,50.227,1759224,18772.75169,50.19276711930708
Libya,Africa,1972,52.773,2183877,21011.49721,52.2940655074379
Libya,Africa,1977,57.442,2721783,21951.21176,54.009876675718225
Libya,Africa,1982,62.155,3344074,17364.27538,54.0856551186126
Libya,Africa,1987,66.234,3799845,11770.5898,53.86268090729219
Libya,Africa,1992,68.755,4364501,9640.138501,54.6674208810105
Libya,Africa,1997,71.555,4759670,9467.446056,56.053125462344106
Libya,Africa,2002,72.737,5368585,9534.677467,57.51002740722113
Libya,Africa,2007,73.952,6036914,12057.49928,59.695625387080696
Madagascar,Africa,1952,36.681,4762912,1443.011715,40.73931661804523
Madagascar,Africa,1957,38.865,5181679,1589.20275,42.21964981794168
Madagascar,Africa,1962,40.848,5703324,1643.38711,43.67268005264904
Madagascar,Africa,1967,42.881,6334556,1634.047282,45.106859495349994
Madagascar,Africa,1972,44.851,7082430,1748.562982,46.57779304496175
Madagascar,Africa,1977,46.881,8007166,1544.228586,47.954107882706985
Madagascar,Africa,1982,48.969,9171477,1302.878658,49.31943836761424
Madagascar,Africa,1987,49.35,10568642,1155.441948,50.71263758402219
Madagascar,Africa,1992,52.214,12210395,1040.67619,52.115531899890584
Madagascar,Africa,1997,54.978,14165114,986.2958956,53.536345591832486
Madagascar,Africa,2002,57.286,16473477,894.6370822,54.94609688958877
Madagascar,Africa,2007,59.443,19167654,1044.770126,56.4275998799275
Malawi,Africa,1952,36.256,2917802,369.1650802,40.420652811442636
Malawi,Africa,1957,37.207,3221238,416.3698064,41.87161184100458
Malawi,Africa,1962,38.41,3628608,427.9010856,43.31198478122446
Malawi,Africa,1967,39.487,4147252,495.5147806,44.7690001688136
Malawi,Africa,1972,41.766,4730997,584.6219709,46.232393747484714
Malawi,Africa,1977,43.767,5637246,663.2236766,47.692669825383966
Malawi,Africa,1982,45.642,6502825,632.8039209,49.120593803118034
Malawi,Africa,1987,47.457,7824747,635.5173634,50.55835005179394
Malawi,Africa,1992,49.42,10014249,563.2000145,51.97384092585759
Malawi,Africa,1997,47.495,10419991,692.2758103,53.449095181426564
Malawi,Africa,2002,45.009,11824495,665.4231186,54.878077684797155
Malawi,Africa,2007,48.303,13327079,759.3499101,56.34290147930629
Malaysia,Asia,1952,48.463,6748378,1831.132894,50.36009911667409
Malaysia,Asia,1957,52.102,7739235,1810.066992,51.79079884890592
Malaysia,Asia,1962,55.737,8906385,2036.884944,53.29505807273652
Malaysia,Asia,1967,59.371,10154878,2277.742396,54.80348351580909
Malaysia,Asia,1972,63.01,11441462,2849.09478,56.409983273854564
Malaysia,Asia,1977,65.256,12845381,3827.921571,58.13740099301275
Malaysia,Asia,1982,68,14441916,4920.355951,59.89853174492296
Malaysia,Asia,1987,69.5,16331785,5249.802653,61.43324603289592
Malaysia,Asia,1992,70.693,18319502,7277.912802,63.47203841043566
Malaysia,Asia,1997,71.938,20476091,10132.90964,65.75620927258073
Malaysia,Asia,2002,73.044,22662365,10206.97794,67.21514006310801
Malaysia,Asia,2007,74.241,24821286,12451.6558,69.31819887212689
Mali,Africa,1952,33.685,3838168,452.3369807,40.445334058798444
Mali,Africa,1957,35.307,4241884,490.3821867,41.89357500229577
Mali,Africa,1962,36.936,4690372,496.1743428,43.332244858709885
Mali,Africa,1967,38.487,5212416,545.0098873,44.783687833325544
Mali,Africa,1972,39.977,5828158,581.3688761,46.23142839215499
Mali,Africa,1977,41.714,6491649,686.3952693,47.69954599158455
Mali,Africa,1982,43.916,6998256,618.0140641,49.11620491562306
Mali,Africa,1987,46.364,7634008,684.1715576,50.57278817566424
Mali,Africa,1992,48.388,8416215,739.014375,52.0260138074933
Mali,Africa,1997,49.903,9384984,790.2579846,53.47817137501863
Mali,Africa,2002,51.818,10580176,951.4097518,54.962944169656
Mali,Africa,2007,54.467,12031795,1042.581557,56.42695042244824
Mauritania,Africa,1952,40.543,1022556,743.1159097,40.53162265662249
Mauritania,Africa,1957,42.338,1076852,846.1202613,41.99914021555048
Mauritania,Africa,1962,44.248,1146757,1055.896036,43.49834217616005
Mauritania,Africa,1967,46.289,1230542,1421.145193,45.04368083657716
Mauritania,Africa,1972,48.437,1332786,1586.851781,46.529805273513794
Mauritania,Africa,1977,50.852,1456688,1497.492223,47.94023887491975
Mauritania,Africa,1982,53.599,1622136,1481.150189,49.372340414178744
Mauritania,Africa,1987,56.145,1841240,1421.603576,50.791621001953025
Mauritania,Africa,1992,58.333,2119465,1361.369784,52.21069766947569
Mauritania,Africa,1997,60.43,2444741,1483.136136,53.683782848837716
Mauritania,Africa,2002,62.247,2828858,1579.019543,55.14918726866436
Mauritania,Africa,2007,64.164,3270065,1803.151496,56.65264942274764
Mauritius,Africa,1952,50.986,516556,1967.955707,40.89509365856745
Mauritius,Africa,1957,58.089,609816,2034.037981,42.35165459723477
Mauritius,Africa,1962,60.246,701016,2529.067487,43.93550555418876
Mauritius,Africa,1967,61.557,789309,2475.387562,45.356527080631224
Mauritius,Africa,1972,62.944,851334,2575.484158,46.823181763578475
Mauritius,Africa,1977,64.93,913025,3710.982963,48.597091876297704
Mauritius,Africa,1982,66.711,992040,3688.037739,50.02723392004503
Mauritius,Africa,1987,68.74,1042663,4783.586903,51.78928898357855
Mauritius,Africa,1992,69.745,1096202,6058.253846,53.60449721762694
Mauritius,Africa,1997,70.736,1149818,7425.705295,55.44723923808162
Mauritius,Africa,2002,71.954,1200206,9021.815894,57.3578358224863
Mauritius,Africa,2007,72.801,1250882,10956.99112,59.36904977740052
Mexico,Americas,1952,50.789,30144317,3478.125529,55.66999959737036
Mexico,Americas,1957,55.19,35015548,4131.546641,57.30085323651952
Mexico,Americas,1962,58.299,41121485,4581.609385,58.87136031448265
Mexico,Americas,1967,60.11,47995559,5754.733883,60.65643584521307
Mexico,Americas,1972,62.361,55984294,6809.40669,62.40636085674518
Mexico,Americas,1977,65.032,63759976,7674.929108,64.10015552244785
Mexico,Americas,1982,67.405,71640904,9611.147541,66.11167904886224
Mexico,Americas,1987,69.498,80122492,8688.156003,67.27473250170357
Mexico,Americas,1992,71.455,88111030,9472.384295,68.94440314931458
Mexico,Americas,1997,73.67,95895146,9767.29753,70.46886963681698
Mexico,Americas,2002,74.902,102479927,10742.44053,72.1951941916212
Mexico,Americas,2007,76.195,108700891,11977.57496,73.99867115914707
Mongolia,Asia,1952,42.244,800663,786.5668575,50.05012432264695
Mongolia,Asia,1957,45.248,882134,912.6626085,51.52449425042737
Mongolia,Asia,1962,48.251,1010280,1056.353958,53.00408566907598
Mongolia,Asia,1967,51.253,1149500,1226.04113,54.49139134363894
Mongolia,Asia,1972,53.754,1320500,1421.741975,55.98641657124912
Mongolia,Asia,1977,55.491,1528000,1647.511665,57.49036472350916
Mongolia,Asia,1982,57.489,1756032,2000.603139,59.03209559355966
Mongolia,Asia,1987,60.222,2015133,2338.008304,60.569171554077
Mongolia,Asia,1992,61.271,2312802,1785.402016,61.84213676698677
Mongolia,Asia,1997,63.625,2494803,1902.2521,63.313763044654294
Mongolia,Asia,2002,65.033,2674234,2140.739323,64.82148512267342
Mongolia,Asia,2007,66.803,2874127,3095.772271,66.5418420229601
Montenegro,Europe,1952,59.164,413834,2647.585601,60.49231158743265
Montenegro,Europe,1957,61.448,442829,3682.259903,62.23630204600056
Montenegro,Europe,1962,63.728,474528,4649.593785,63.96030924636379
Montenegro,Europe,1967,67.178,501035,5907.850937,65.77064787771832
Montenegro,Europe,1972,70.636,527678,7778.414017,67.76268818927429
Montenegro,Europe,1977,73.066,560073,9595.929905,69.73898675560847
Montenegro,Europe,1982,74.101,562548,11222.58762,71.65864819150109
Montenegro,Europe,1987,74.865,569473,11732.51017,73.24691865673414
Montenegro,Europe,1992,75.435,621621,7003.339037,73.28048896081863
Montenegro,Europe,1997,75.445,692651,6465.613349,74.55786998925258
Montenegro,Europe,2002,73.981,720230,6557.194282,76.02199765065002
Montenegro,Europe,2007,74.543,684736,9253.896111,78.25919449574327
Morocco,Africa,1952,42.873,9939217,1688.20357,40.81207725939771
Morocco,Africa,1957,45.423,11406350,1642.002314,42.2353180795965
Morocco,Africa,1962,47.924,13056604,1566.353493,43.64982033987995
Morocco,Africa,1967,50.335,14770296,1711.04477,45.12970848684447
Morocco,Africa,1972,52.862,16660670,1930.194975,46.631692308054355
Morocco,Africa,1977,55.73,18396941,2370.619976,48.19933938741814
Morocco,Africa,1982,59.65,20198730,2702.620356,49.734811478904135
Morocco,Africa,1987,62.677,22987397,2755.046991,51.18732010901611
Morocco,Africa,1992,65.393,25798239,2948.047252,52.68154393878268
Morocco,Africa,1997,67.66,28529501,2982.101858,54.128600672407366
Morocco,Africa,2002,69.615,31167783,3258.495584,55.647571498757515
Morocco,Africa,2007,71.164,33757175,3820.17523,57.25120087344334
Mozambique,Africa,1952,31.286,6446316,468.5260381,40.450138158833965
Mozambique,Africa,1957,33.779,7038035,495.5868333,41.89511948029089
Mozambique,Africa,1962,36.161,7788944,556.6863539,43.35020178773253
Mozambique,Africa,1967,38.113,8680909,566.6691539,44.790115217012655
Mozambique,Africa,1972,40.328,9809596,724.9178037,46.27402651205435
Mozambique,Africa,1977,42.495,11127868,502.3197334,47.64492160755113
Mozambique,Africa,1982,42.795,12587223,462.2114149,49.06997050591884
Mozambique,Africa,1987,42.861,12891952,389.8761846,50.48545607368007
Mozambique,Africa,1992,44.284,13160731,410.8968239,51.92864497989892
Mozambique,Africa,1997,46.344,16603334,472.3460771,53.38383107043025
Mozambique,Africa,2002,44.026,18473780,633.6179466,54.86863950540476
Mozambique,Africa,2007,42.082,19951656,823.6856205,56.36199309044717
Myanmar,Asia,1952,36.319,20092996,331,49.91493493501156
Myanmar,Asia,1957,41.905,21731844,350,51.35752421686111
Myanmar,Asia,1962,45.108,23634436,388,52.80575174548561
Myanmar,Asia,1967,49.379,25870271,349,54.23112953718007
Myanmar,Asia,1972,53.07,28466390,357,55.67045457089675
Myanmar,Asia,1977,56.059,31528087,371,57.111560103595
Myanmar,Asia,1982,58.056,34680442,424,58.5642388796734
Myanmar,Asia,1987,58.339,38028578,385,59.989616671367855
Myanmar,Asia,1992,59.32,40546538,347,61.415291212892555
Myanmar,Asia,1997,60.328,43247867,415,62.87242123642487
Myanmar,Asia,2002,59.908,45598081,611,64.36753523823052
Myanmar,Asia,2007,62.069,47761980,944,65.90330396678183
Namibia,Africa,1952,41.725,485831,2423.780443,41.03035957160393
Namibia,Africa,1957,45.226,548080,2621.448058,42.525968437877765
Namibia,Africa,1962,48.386,621392,3173.215595,44.12665639590031
Namibia,Africa,1967,51.159,706640,3793.694753,45.747734515791535
Namibia,Africa,1972,53.867,821782,3746.080948,47.17055616231434
Namibia,Africa,1977,56.437,977026,3876.485958,48.64620486197154
Namibia,Africa,1982,58.968,1099010,4191.100511,50.17651771224635
Namibia,Africa,1987,60.835,1278184,3693.731337,51.4658745293597
Namibia,Africa,1992,61.999,1554253,3804.537999,52.935707422574524
Namibia,Africa,1997,58.909,1774766,3899.52426,54.40084561447795
Namibia,Africa,2002,51.479,1972153,4072.324751,55.88907516592572
Namibia,Africa,2007,52.906,2055080,4811.060429,57.545245888054126
Nepal,Asia,1952,36.157,9182536,545.8657229,49.97869630181091
Nepal,Asia,1957,37.686,9682338,597.9363558,51.431099288360144
Nepal,Asia,1962,39.393,10332057,652.3968593,52.88421146860426
Nepal,Asia,1967,41.472,11261690,676.4422254,54.3282979619876
Nepal,Asia,1972,43.971,12412593,674.7881296,55.764758144414316
Nepal,Asia,1977,46.748,13933198,694.1124398,57.20744366526067
Nepal,Asia,1982,49.594,15796314,718.3730947,58.65159404555885
Nepal,Asia,1987,52.537,17917180,775.6324501,60.10553678462924
Nepal,Asia,1992,55.727,20326209,897.7403604,61.57872332135881
Nepal,Asia,1997,59.426,23001113,1010.892138,63.04925212722988
Nepal,Asia,2002,61.34,25873917,1057.206311,64.49994688528088
Nepal,Asia,2007,63.785,28901790,1091.359778,65.94703295589053
Netherlands,Europe,1952,72.13,10381988,8941.571858,62.36005094085867
Netherlands,Europe,1957,72.99,11026383,11276.19344,64.48980053411402
Netherlands,Europe,1962,73.23,11805689,12790.84956,66.37622551570149
Netherlands,Europe,1967,73.82,12596822,15363.25136,68.57653634828763
Netherlands,Europe,1972,73.75,13329874,18794.74567,71.03178273739425
Netherlands,Europe,1977,75.24,13852989,21209.0592,73.18518090269173
Netherlands,Europe,1982,76.05,14310401,21399.46046,74.6786334793527
Netherlands,Europe,1987,76.83,14665278,23651.32361,76.78382452195945
Netherlands,Europe,1992,77.42,15174244,26790.94961,79.15245903961518
Netherlands,Europe,1997,78.03,15604464,30246.13063,81.61473445589371
Netherlands,Europe,2002,78.53,16122830,33724.75778,84.08396750727002
Netherlands,Europe,2007,79.762,16570613,36797.93332,86.43288286220003
New Zealand,Oceania,1952,69.39,1994794,10556.57566,64.02968029945916
New Zealand,Oceania,1957,70.26,2229407,12247.39532,65.9683817816397
New Zealand,Oceania,1962,71.24,2488550,13175.678,67.68080054443797
New Zealand,Oceania,1967,71.52,2728150,14463.91893,69.50003685682456
New Zealand,Oceania,1972,71.89,2929100,16046.03728,71.40648124371353
New Zealand,Oceania,1977,72.22,3164900,16233.7177,72.89912641156633
New Zealand,Oceania,1982,73.84,3210650,17632.4104,74.75113926795238
New Zealand,Oceania,1987,74.32,3317166,19007.19129,76.59605629877973
New Zealand,Oceania,1992,76.33,3437674,18363.32494,77.84194010378145
New Zealand,Oceania,1997,77.55,3676187,21050.41377,80.07628429305316
New Zealand,Oceania,2002,79.11,3908037,23189.80135,82.14809822935396
New Zealand,Oceania,2007,80.204,4115771,25185.00911,84.17712682854278
Nicaragua,Americas,1952,42.314,1165790,3112.363948,55.56145991029283
Nicaragua,Americas,1957,45.432,1358828,3457.415947,57.1008050675017
Nicaragua,Americas,1962,48.632,1590597,3634.364406,58.59026552774939
Nicaragua,Americas,1967,51.884,1865490,4643.393534,60.32664578528579
Nicaragua,Americas,1972,55.151,2182908,4688.593267,61.77700983345596
Nicaragua,Americas,1977,57.47,2554598,5486.371089,63.450701301794574
Nicaragua,Americas,1982,59.298,2979423,3470.338156,64.28939490620206
Nicaragua,Americas,1987,62.008,3344353,2955.984375,65.57371154407112
Nicaragua,Americas,1992,65.843,4017939,2170.151724,66.7774668733484
Nicaragua,Americas,1997,68.426,4609572,2253.023004,68.23900994669647
Nicaragua,Americas,2002,70.836,5146848,2474.548819,69.74169872977062
Nicaragua,Americas,2007,72.899,5675356,2749.320965,71.260188352531
Niger,Africa,1952,37.444,3379468,761.879376,40.53719071206211
Niger,Africa,1957,38.598,3692184,835.5234025,41.99599559950029
Niger,Africa,1962,39.487,4076008,997.7661127,43.481092131287724
Niger,Africa,1967,40.118,4534062,1054.384891,44.934844779212405
Niger,Africa,1972,40.546,5060262,954.2092363,46.342068705758564
Niger,Africa,1977,41.291,5682086,808.8970728,47.73589838097977
Niger,Africa,1982,42.598,6437188,909.7221354,49.20276923626692
Niger,Africa,1987,44.555,7332638,668.3000228,50.56807830040637
Niger,Africa,1992,47.391,8392818,581.182725,51.979177292146076
Niger,Africa,1997,51.313,9666252,580.3052092,53.41586792455598
Niger,Africa,2002,54.496,11140655,601.0745012,54.85898224350622
Niger,Africa,2007,56.867,12894865,619.6768924,56.30145353501186
Nigeria,Africa,1952,36.324,33119096,1077.281856,40.63078634446582
Nigeria,Africa,1957,37.802,37173340,1100.592563,42.07465482788593
Nigeria,Africa,1962,39.36,41871351,1150.927478,43.52654274044295
Nigeria,Africa,1967,41.04,47287752,1014.514104,44.92301312993781
Nigeria,Africa,1972,42.821,53740085,1698.388838,46.56290387624629
Nigeria,Africa,1977,44.514,62209173,1981.951806,48.08400217394302
Nigeria,Africa,1982,45.826,73039376,1576.97375,49.40077603964044
Nigeria,Africa,1987,46.886,81551520,1385.029563,50.78076766980333
Nigeria,Africa,1992,47.472,93364244,1619.848217,52.28740110059441
Nigeria,Africa,1997,47.464,106207839,1624.941275,53.72586349976602
Nigeria,Africa,2002,46.608,119901274,1615.286395,55.15994945083944
Nigeria,Africa,2007,46.859,135031164,2013.977305,56.71521194578291
Norway,Europe,1952,72.67,3327728,10095.42172,62.70245569155314
Norway,Europe,1957,73.44,3491938,11653.97304,64.60190656628987
Norway,Europe,1962,73.47,3638919,13450.40151,66.57194744491191
Norway,Europe,1967,74.08,3786019,16361.87647,68.87287818017391
Norway,Europe,1972,74.34,3933004,18965.05551,71.08232215350593
Norway,Europe,1977,75.37,4043205,23311.34939,73.80903515973232
Norway,Europe,1982,75.97,4114787,26298.63531,76.1324627845062
Norway,Europe,1987,75.89,4186147,31540.9748,79.12507717340567
Norway,Europe,1992,77.32,4286357,33965.66115,81.28155347127748
Norway,Europe,1997,78.32,4405672,41283.16433,84.88997233294698
Norway,Europe,2002,79.05,4535591,44683.97525,87.33611343127927
Norway,Europe,2007,80.196,4627926,49357.19017,90.15984020063424
Oman,Asia,1952,37.578,507833,1828.230307,50.35923777447452
Oman,Asia,1957,40.08,561977,2242.746551,51.919196434596316
Oman,Asia,1962,43.165,628164,2924.638113,53.558498674950414
Oman,Asia,1967,46.988,714775,4720.942687,55.52850278745548
Oman,Asia,1972,52.143,829050,10618.03855,58.71541601890462
Oman,Asia,1977,57.367,1004533,11848.34392,60.517459963695174
Oman,Asia,1982,62.728,1301048,12954.79101,62.28274898491938
Oman,Asia,1987,67.734,1593882,18115.22313,65.25105737567428
Oman,Asia,1992,71.197,1915208,18616.70691,66.83682363734222
Oman,Asia,1997,72.499,2283635,19702.05581,68.59585177426514
Oman,Asia,2002,74.193,2713462,19774.83687,70.05440057654091
Oman,Asia,2007,75.64,3204897,22316.19287,72.24549857324675
Pakistan,Asia,1952,43.436,41346560,684.5971438,50.019864827414764
Pakistan,Asia,1957,45.557,46679944,747.0835292,51.47535868675041
Pakistan,Asia,1962,47.67,53100671,803.3427418,52.92900463361464
Pakistan,Asia,1967,49.8,60641899,942.4082588,54.40722333725408
Pakistan,Asia,1972,51.929,69325921,1049.938981,55.87608409588931
Pakistan,Asia,1977,54.043,78152686,1175.921193,57.350420330990744
Pakistan,Asia,1982,56.158,91462088,1443.429832,58.86675450928179
Pakistan,Asia,1987,58.245,105186881,1704.686583,60.38123344087002
Pakistan,Asia,1992,60.838,120065004,1971.829464,61.89745908053665
Pakistan,Asia,1997,61.818,135564834,2049.350521,63.35741447611761
Pakistan,Asia,2002,63.61,153403524,2092.712441,64.80723315359198
Pakistan,Asia,2007,65.483,169270617,2605.94758,66.3964866290485
Panama,Americas,1952,55.191,940080,2480.380334,55.373918880110985
Panama,Americas,1957,59.201,1063506,2961.800905,56.953731387913706
Panama,Americas,1962,61.817,1215725,3536.540301,58.56123624119527
Panama,Americas,1967,64.071,1405486,4421.009084,60.26065323749574
Panama,Americas,1972,66.216,1616384,5364.249663,61.977510754283315
Panama,Americas,1977,68.681,1839782,5351.912144,63.410800632688826
Panama,Americas,1982,70.472,2036305,7009.601598,65.33967073186238
Panama,Americas,1987,71.523,2253639,7034.779161,66.78409320448361
Panama,Americas,1992,72.462,2484997,6618.74305,68.09758559423676
Panama,Americas,1997,73.738,2734531,7113.692252,69.68141272099238
Panama,Americas,2002,74.712,2990875,7356.031934,71.19027801556585
Panama,Americas,2007,75.537,3242173,9809.185636,73.35520199531162
Paraguay,Americas,1952,62.649,1555876,1952.308701,55.21721371265291
Paraguay,Americas,1957,63.196,1770902,2046.154706,56.68201353378188
Paraguay,Americas,1962,64.361,2009813,2148.027146,58.14919519813469
Paraguay,Americas,1967,64.951,2287985,2299.376311,59.6310590722331
Paraguay,Americas,1972,65.815,2614104,2523.337977,61.13447069367804
Paraguay,Americas,1977,66.353,2984494,3248.373311,62.78657584104993
Paraguay,Americas,1982,66.874,3366439,4258.503604,64.52328286911316
Paraguay,Americas,1987,67.378,3886512,3998.875695,65.88318936626116
Paraguay,Americas,1992,68.225,4483945,4196.411078,67.37875899271144
Paraguay,Americas,1997,69.4,5154123,4247.400261,68.83084105918641
Paraguay,Americas,2002,70.755,5884491,3783.674243,70.13018147713218
Paraguay,Americas,2007,71.752,6667147,4172.838464,71.68261692873196
Peru,Americas,1952,43.902,8025700,3758.523437,55.75320762897473
Peru,Americas,1957,46.263,9146100,4245.256698,57.334596676633176
Peru,Americas,1962,49.096,10516500,4957.037982,58.9827686869173
Peru,Americas,1967,51.445,12132200,5788.09333,60.6663352554479
Peru,Americas,1972,55.448,13954700,5937.827283,62.14771981565947
Peru,Americas,1977,58.447,15990099,6281.290855,63.686593607425706
Peru,Americas,1982,61.406,18125129,6434.501797,65.16900996353284
Peru,Americas,1987,64.134,20195924,6360.9434440000005,66.58413256984046
Peru,Americas,1992,66.458,22430449,4446.380924,67.45293750208215
Peru,Americas,1997,68.386,24748122,5838.347657,69.30295442890262
